title,authors,url,year
Protective efficacy of the oral vaccine Tc24:Co1 produced inSchizochytriumsp. againstTrypanosoma cruziinfection in a mouse model,"Abel Ramos-Vega, Victor Manuel Dzul-Huchim, Carlos Angulo",https://www.sciencedirect.com/science/article/pii/S0882401023005211/pdfft?md5=2259586713b223e0580b2c8e85679a22&pid=1-s2.0-S0882401023005211-main.pdf,2024
Clockwork intruders: Do parasites manipulate their hostsʼ circadian rhythms?,"Sebastián Boy-Waxman, Martin Olivier, Nicolas Cermakian",https://www.sciencedirect.com/science/article/pii/S2667114X24000025/pdfft?md5=450d349550989e85087d9517d988c999&pid=1-s2.0-S2667114X24000025-main.pdf,2024
Trypanosoma Cruziantibody screening in North Texas client owned dogs,"Wendy Pace, Joseph Oppong",No URL found,2024
Intra-hostTrypanosoma cruzistrain dynamics shape disease progression: the missing link in Chagas disease pathogenesis,"Eric Dumonteil, Hans Desale, Denis Sereno",No URL found,2023
Severe Cardiomyopathy from Chronic Chagas Disease,Patrick R. Ching,https://www.sciencedirect.com/science/article/pii/S000293432200033X/pdfft?md5=4477280f0d2ef70ea2bc14856bc13d4a&pid=1-s2.0-S000293432200033X-main.pdf,2022
The imperfect storm: An uncommon presentation of Chagas disease,"Matthew C. Johnson, Lulu Wang",https://www.sciencedirect.com/science/article/pii/S0735675722005083/pdfft?md5=e1084f2669fe32094b62c2d60fffbe86&pid=1-s2.0-S0735675722005083-main.pdf,2022
Chagas disease,"Andréa Silvestre de Sousa, Debbie Vermeij, Alejandro O Luquetti",https://www.sciencedirect.com/science/article/pii/S0140673623017877/pdfft?md5=382c7ed8e3b5cf96f4288576723533eb&pid=1-s2.0-S0140673623017877-main.pdf,2024
"Imported infectious diseases in migrants from Latin America: A retrospective study from a referral centre for tropical diseases in Spain, 2017–2022","Marta Arsuaga, Rosa De Miguel Buckley, Marta Díaz-Menéndez",https://www.sciencedirect.com/science/article/pii/S147789392400022X/pdfft?md5=1594aa7be6f81512ef09f7e760894cc4&pid=1-s2.0-S147789392400022X-main.pdf,2024
Comparative proteomic analysis ofTrypanosoma cruziTcI lineage epimastigotes unveils metabolic and phenotypic differences between fast- and slow-dividing strains,"Jenny Telleria, Michel Tibayrenc, Jaime A. Costales",https://www.sciencedirect.com/science/article/pii/S0014489423001170/pdfft?md5=fe3f94f568be46c79e05b80f97290e7f&pid=1-s2.0-S0014489423001170-main.pdf,2023
Acrylonitrile derivatives:In vitroactivity and mechanism of cell death induction againstTrypanosoma cruziandLeishmania amazonensis,"Carlos J. Bethencourt-Estrella, Samuel Delgado-Hernández, José E. Piñero",https://www.sciencedirect.com/science/article/pii/S2211320724000125/pdfft?md5=e819bee2003a2365d85bbfff9b5b3b19&pid=1-s2.0-S2211320724000125-main.pdf,2024
Archaeoparasitology,"Aida R. Barbera, Karl J. Reinhard",No URL found,2024
275:TrypanosomaSpecies (Trypanosomiasis),"Julia C. Haston, Andres F. Camacho-Gonzalez",https://www.sciencedirect.com/science/article/pii/B9780323756082002755/pdfft?md5=d215b9cb0aecebfe012b9d1e551e03d1&pid=3-s2.0-B9780323756082002755-main.pdf,2023
Endemic or regionally limited parasitic and fungal infections in haematopoietic stem-cell transplantation recipients: a Worldwide Network for Blood and Marrow Transplantation (WBMT) Review,"Ibrahim N Muhsen, Sebastian Galeano, Mahmoud Aljurf",No URL found,2023
Chapter 7: Human Genetic Variability and Transmissible Diseases,Michel Tibayrenc,https://www.sciencedirect.com/science/article/pii/B9780443288180000021/pdfft?md5=c8e26e2a95b32c63b7424746b06e412b&pid=3-s2.0-B9780443288180000021-main.pdf,2024
Keystone Vector Biology Symposium 2023: emerging concepts and novel technologies,"Paola Carrillo-Bustamante, Cassandra Koh, Joao H. F. Pedra",https://www.sciencedirect.com/science/article/pii/S1471492223000697/pdfft?md5=838677c7ac8e96d508da53aef760ea10&pid=1-s2.0-S1471492223000697-main.pdf,2023
Family cluster of Chagas disease among Bolivian immigrants in Italy: High rate of maternal-fetal transmission,"Spinello Antinori, Laura Galimberti, Anna Lisa Ridolfo",https://www.sciencedirect.com/science/article/pii/S1477893922001168/pdfft?md5=755e0b21b1b4eac74816839b35dbb85f&pid=1-s2.0-S1477893922001168-main.pdf,2022
"Gene editing in agricultural, health, and veterinary pest arthropods: recent advances","Madhusudan Manjunatha, Michael Pham, Andrew Nuss",https://www.sciencedirect.com/science/article/pii/S2214574524000774/pdfft?md5=28b97845ea3790f1d62eece367258c59&pid=1-s2.0-S2214574524000774-main.pdf,2024
Looking through the lens of social science approaches: A scoping review of leishmaniases and Chagas disease research,"Raíssa Nogueira de Brito, Susan Tanner, Juliana Hoyos",https://www.sciencedirect.com/science/article/pii/S0001706X23002450/pdfft?md5=1d1d102ff85f6d7525255e799919d206&pid=1-s2.0-S0001706X23002450-main.pdf,2024
